ra,dec,mag
21.259906,78.598203,7.42
21.260327,47.973995,6.45
21.260528,-20.651696,5.17
21.261419,-57.631351,6.54
21.261721,16.7276,6.96
21.261779,77.012296,5.92
21.262456,-15.1715,5.31
21.262738,-53.263084,5.73
21.262995,-36.210709,6.13
21.263609,-9.120883,7.29
21.263731,5.247845,3.92
21.264448,19.714246,7.32
21.264469,11.478704,7.4
21.265883,25.433837,6.99
21.26656,-13.202692,6.62
21.267158,10.685571,7.33
21.269421,4.405305,7.46
21.27139,26.35029,7.19
21.271424,44.238222,6.36
21.271604,-9.214656,6.45
21.274112,48.792472,7.5
21.274894,42.251787,6.23
21.274957,-9.157851,7.44
21.27624,-0.62172,7.31
21.277631,-1.607759,6.48
21.277695,36.321184,7.37
21.277793,7.514682,7.42
21.282844,-10.135021,7.04
21.283899,53.997693,6.12
21.285617,-80.344911,7.47
21.287094,-13.278989,6.41
21.287289,55.798001,6.0
21.287725,-38.867362,6.69
21.288553,58.611485,6.42
21.289569,-54.017353,7.43
21.289653,34.421474,7.06
21.289773,42.683572,6.17
21.290265,39.394681,4.22
21.29036,8.234063,6.99
21.290453,-30.745692,6.85
21.292374,22.541622,7.21
21.293435,39.209944,6.98
21.293921,-5.782318,7.44
21.294883,20.006138,7.45
21.29793,-48.718264,6.54
21.298632,34.896898,4.41
21.298966,-32.172539,4.71
21.299246,-17.985138,5.4
21.299532,82.018886,7.43
21.300035,-85.20119,7.01
21.300132,-64.68158,6.32
21.300808,46.857303,7.04
21.3013,-2.141876,7.47
21.302955,22.114196,7.21
21.303076,-4.519478,5.83
21.30435,-17.462266,7.07
21.304504,-75.346755,6.61
21.304678,10.249054,7.16
21.307017,17.720835,7.46
21.307057,-73.026542,7.36
21.307099,-45.290183,7.43
21.30726,-20.33548,6.62
21.307481,54.173768,7.46
21.30756,-43.334649,6.75
21.307555,-47.002302,6.96
21.307551,43.945945,5.04
21.308555,80.353468,7.35
21.30888,17.987927,7.34
21.309008,61.184393,6.43
21.30963,62.585573,2.45
21.309688,11.568824,7.01
21.310327,8.959657,7.27
21.31098,24.659459,6.61
21.312222,-61.352804,6.6
21.312618,50.069347,6.96
21.314245,65.989337,7.39
21.314452,11.203373,5.97
21.315055,-28.76582,6.4
21.315369,41.040518,6.15
21.31617,32.180772,7.11
21.316677,39.749341,6.68
21.317162,29.743133,7.3
21.317534,-32.356134,6.96
21.318711,61.858451,6.66
21.31978,17.822224,6.7
21.320817,-16.179547,6.91
21.321025,58.623502,5.51
21.321715,-39.348143,7.49
21.322171,38.806577,6.99
21.322362,-13.047946,6.88
21.322371,-47.054587,6.66
21.322828,38.237473,5.89
21.322838,64.871855,5.19
21.323465,52.324389,7.32
21.32363,58.326555,6.99
21.324652,49.510294,5.75
21.3276,9.525293,6.99
21.327991,53.058107,6.82
21.328546,55.45007,7.19
21.329351,-26.35288,6.56
21.330177,-14.017514,7.03
21.330951,-27.209142,7.07
21.331096,-53.449427,4.39
21.33447,12.96284,7.2
21.33588,-13.502314,7.22
21.335968,-45.021893,6.15
21.337227,60.630872,7.37
21.337242,22.026186,6.29
21.33904,33.485432,6.93
21.340396,60.687226,6.73
21.342632,60.756405,6.11
21.34393,26.250131,7.34
21.346008,-40.809465,4.8
21.347235,32.452221,6.45
21.347239,-9.151684,7.45
21.347468,-45.810877,7.46
21.350396,40.345066,6.39
21.350875,-20.821224,7.21
21.351217,23.855966,5.58
21.351199,-4.560125,5.87
21.35134,7.354503,5.81
21.354611,-49.938248,6.4
21.355682,46.729828,6.73
21.355842,-84.309854,7.5
21.355996,10.332279,6.72
21.356094,32.612733,6.05
21.356161,2.974151,7.09
21.356356,22.889328,7.34
21.356582,2.88738,7.41
21.356566,-51.752617,6.75
21.358097,48.16742,7.18
21.36209,64.364587,7.36
21.36322,2.027332,7.47
21.363639,-29.166071,6.53
21.363978,1.361618,6.79
21.364188,-16.27386,7.45
21.366203,72.059198,7.09
21.366294,-9.32797,6.81
21.36678,49.388848,5.68
21.367144,4.345614,6.69
21.367888,-51.875479,7.17
21.36811,19.804508,4.08
21.370153,-83.20971,7.19
21.370776,-16.834542,4.28
21.371177,-71.571318,7.1
21.372584,77.090259,6.56
21.374094,-3.130132,6.67
21.374711,49.4914,6.85
21.376615,-55.783663,7.45
21.376649,2.918511,6.53
21.376949,-5.633316,6.93
21.378312,76.555058,6.85
21.378348,30.309882,6.07
21.379245,-48.457406,6.95
21.379676,38.634275,6.63
21.380169,40.932551,7.12
21.381559,6.81114,5.16
21.381863,38.708512,7.29
21.382293,-9.31933,5.99
21.38347,-22.669048,5.63
21.38522,-85.638744,7.22
21.388202,39.349656,7.34
21.38914,44.518292,7.17
21.389728,37.406545,6.55
21.389928,2.766252,7.27
21.390348,65.034049,7.32
21.391226,31.116224,7.35
21.393163,14.050176,6.76
21.393201,40.018617,7.2
21.394418,-55.543017,7.47
21.394597,-39.778797,7.47
21.39583,69.53444,6.93
21.396315,1.681092,7.28
21.396775,37.351481,6.46
21.397271,47.164551,7.08
21.398859,-25.202484,6.47
21.399442,51.657184,7.1
21.399672,24.274135,5.7
21.401013,-40.030082,7.36
21.402069,25.312423,6.2
21.402202,-22.747101,6.38
21.402665,-20.851869,5.38
21.402803,48.819348,7.41
21.403192,-12.878108,5.48
21.403226,50.436053,7.46
21.404594,62.993479,7.44
21.40465,-69.733882,6.28
21.405768,-24.422501,6.73
21.405786,-46.614706,6.3
21.406299,30.936633,6.73
21.406426,24.528393,6.35
21.406806,75.97158,7.22
21.406823,10.174252,6.33
21.406893,-41.006695,5.76
21.408428,55.366735,7.5
21.409445,26.17456,5.67
21.409987,-6.715318,7.14
21.411052,-34.967538,7.07
21.411251,-68.227833,6.98
21.411895,-5.581307,7.21
21.412731,-57.25718,7.18
21.413362,25.88046,7.07
21.413729,80.524826,5.97
21.414354,-3.398357,6.38
21.415401,49.323128,6.57
21.416599,27.418,6.99
21.418243,9.384066,7.43
21.420285,-9.748552,5.71
21.421043,-34.856731,6.92
21.421319,70.47754,7.26
21.421377,-3.556747,5.48
21.421673,-71.799061,6.09
21.422083,46.714341,5.59
21.422219,29.461705,7.27
21.423185,-45.161904,6.83
21.423422,-72.595411,7.32
21.423586,-14.277342,6.85
21.42955,15.617718,6.8
21.429729,36.667386,5.93
21.430153,-23.822098,6.51
21.430996,0.53434,6.45
21.435351,-24.48422,7.22
21.435395,18.065098,6.83
21.437622,-54.660459,6.1
21.439448,-20.999101,7.22
21.43968,-37.829429,5.64
21.440301,-12.095495,6.7
21.440705,-65.366198,4.21
21.440739,19.37564,6.08
21.441126,1.103359,6.12
21.443664,-46.067256,7.21
21.444452,-22.411332,3.77
21.44476,13.688265,7.12
21.445823,52.898537,6.01
21.446268,43.81234,7.47
21.447668,48.835168,5.29
21.448539,10.667843,6.97
21.450351,-44.808569,7.49
21.450454,-42.54793,5.5
21.451838,16.124153,6.72
21.452935,6.911305,7.28
21.454117,-21.19621,5.78
21.454703,5.391575,6.78
21.455935,37.116798,5.3
21.456453,-13.587594,7.11
21.457025,59.750075,6.11
21.458213,47.802387,7.49
21.458451,27.874073,7.49
21.460697,-11.666929,7.03
21.461126,27.608593,5.39
21.46282,66.809096,5.42
21.463375,21.735879,7.15
21.464008,64.013841,7.4
21.464909,35.409159,7.12
21.46509,46.561512,6.86
21.466605,53.289285,7.18
21.468049,62.096481,6.7
21.468955,32.22533,5.75
21.46959,-52.302397,6.79
21.470541,-11.56828,6.61
21.472682,-2.885361,6.88
21.473566,8.195645,6.39
21.475462,50.445361,7.37
21.477662,70.560716,3.23
21.478409,25.921345,6.56
21.478429,24.670131,7.48
21.478721,-21.80718,4.5
21.479121,-69.505386,5.47
21.479767,77.935226,7.26
21.480142,49.795095,6.79
21.480697,-79.925725,7.36
21.481314,55.418702,6.14
21.481343,11.084829,6.65
21.481371,-8.990814,7.16
21.483271,22.179436,5.84
21.48331,17.905909,6.42
21.483366,-53.705912,6.39
21.484165,61.43312,7.09
21.484372,-31.238559,6.52
21.485093,44.923078,6.94
21.486638,11.952907,7.31
21.487349,-50.316844,7.33
21.487608,28.582998,6.75
21.489044,67.05104,6.91
21.490816,46.540585,5.22
21.491947,-38.085917,7.44
21.492916,6.581379,6.41
21.493535,46.42646,6.72
21.493736,6.879635,7.5
21.494488,-14.026941,6.86
21.496225,60.378654,7.45
21.497134,-37.692595,7.26
21.497628,-43.507429,6.96
21.498043,52.933842,7.25
21.499137,23.638838,4.52
21.499882,-19.147827,6.57
21.499945,41.510451,7.34
21.500248,45.494186,6.95
21.501677,35.472414,7.29
21.501903,18.578517,7.42
21.503336,-44.074641,7.34
21.505261,48.390843,7.36
21.505645,52.957998,6.02
21.507177,44.874993,6.77
21.507229,-25.193279,7.31
21.50998,68.293258,7.04
21.511213,-14.291212,6.63
21.511782,-38.638187,7.49
21.512289,-25.709689,7.17
21.513285,-62.167603,7.14
21.513491,31.957813,6.96
21.516428,70.823215,6.97
21.51647,60.459432,5.53
21.517022,59.418167,6.86
21.519341,12.137475,6.1
21.521717,52.195542,6.69
21.521935,3.81834,7.01
21.522729,-83.033647,6.95
21.523137,40.065089,7.44
21.523749,-19.237541,7.15
21.524295,52.619856,6.17
21.525982,-5.571172,2.9
21.526213,-9.744702,7.4
21.526919,42.700756,7.22
21.527336,57.502592,7.41
21.528441,48.584618,6.84
21.530598,23.845179,6.43
21.530928,-25.412713,7.24
21.53195,5.293222,7.3
21.534134,-84.810069,6.42
21.534613,34.201716,7.49
21.534965,-41.17931,5.29
21.536612,10.910828,7.24
21.537381,-33.944623,5.97
21.537429,46.257256,7.38
21.538076,48.443829,6.58
21.539475,-12.267311,6.73
21.540837,23.394585,6.69
21.542349,4.873255,7.3
21.542572,-24.590418,6.43
21.544433,42.295537,6.92
21.547435,32.776679,7.41
21.547723,-64.149962,7.2
21.548197,40.407414,7.27
21.549052,49.977629,5.77
21.549535,20.711487,7.02
21.549762,12.539597,7.34
21.551883,-78.543103,7.46
21.552809,48.303405,6.83
21.55308,4.56318,7.22
21.554893,-52.737773,6.43
21.554968,45.854014,6.27
21.555856,-80.039361,6.47
21.555879,21.59029,7.21
21.556534,-44.8487,5.57
21.561179,-16.200976,7.18
21.565135,-82.683084,6.35
21.56635,45.591837,3.98
21.567048,-46.610727,6.91
21.568789,-4.368162,6.69
21.569617,63.751154,7.28
21.570857,-3.410588,6.85
21.571434,-42.924679,6.32
21.57384,66.726447,6.95
21.574295,51.698465,6.17
21.576104,22.754521,6.45
21.577497,66.772281,7.03
21.577782,-36.646994,6.88
21.578547,1.829161,6.41
21.57942,18.328929,6.47
21.579596,38.534054,4.87
21.579718,19.93639,6.89
21.580848,-20.084274,5.7
21.581389,-29.696117,6.42
21.58143,-51.827177,6.72
21.581937,-20.252718,6.74
21.583875,31.783873,7.44
21.585733,43.703301,6.81
21.586665,21.404116,7.17
21.586892,78.624497,7.49
21.587136,-34.329712,6.86
21.587765,-23.454313,6.39
21.588228,-3.983305,5.79
21.58864,28.197607,6.25
21.589767,0.975529,7.27
21.590533,68.21929,6.47
21.590843,24.452161,6.22
21.597913,23.964816,7.28
21.600689,45.374591,5.96
21.6014,15.081993,6.5
21.602706,50.502076,7.16
21.603046,-26.171516,5.73
21.603702,50.679076,7.27
21.603885,30.055422,6.36
21.606467,-40.330228,7.16
21.609055,-5.052522,6.93
21.609177,33.234345,7.44
21.611417,-50.845385,7.14
21.613553,-33.047896,6.1
21.615298,-10.174507,7.32
21.615827,40.413521,5.04
21.61613,-35.884148,7.36
21.616269,-18.743786,6.9
21.61755,19.782735,7.25
21.618008,-19.466011,4.51
21.618484,11.719492,7.24
21.619554,62.304245,7.16
21.621604,51.064188,7.22
21.622223,-11.460709,7.34
21.622531,-18.441178,7.19
21.622647,35.327611,7.08
21.62441,44.69655,6.19
21.624753,4.682456,6.54
21.626044,-0.390562,6.22
21.627132,-19.231015,7.45
21.627447,54.042192,6.16
21.628239,15.215979,7.44
21.628662,-45.585898,7.2
21.62879,6.618391,6.19
21.629197,-7.854201,4.68
21.629285,19.318607,5.46
21.630185,39.317176,6.76
21.632007,62.08194,4.76
21.632088,33.200467,7.37
21.632313,-17.209682,7.28
21.633674,41.081368,7.16
21.634118,-64.824167,6.22
21.636273,-25.445153,7.35
21.637211,-14.909988,7.2
21.638052,-69.630172,6.78
21.640635,56.973738,7.43
21.640917,43.290798,7.46
21.641326,49.795263,7.03
21.641394,48.713594,7.48
21.642205,5.771742,5.66
21.643441,53.580314,7.1
21.644781,64.385608,7.23
21.644787,-4.1504,6.73
21.645878,25.498829,6.18
21.647375,-19.6254,7.25
21.648943,-79.442583,6.17
21.649339,57.489037,5.74
21.650329,20.265451,5.77
21.651697,-33.678856,6.28
21.652812,-27.306572,6.75
21.652769,71.308862,7.12
21.654223,-13.89486,7.25
21.655543,-30.304419,7.46
21.656241,24.494572,7.16
21.657808,-10.576896,6.07
21.658758,-0.05111,6.66
21.65924,2.243558,5.1
21.661799,-42.445587,6.64
21.664464,-43.131995,6.73
21.664932,39.514953,6.98
21.664991,44.432142,6.77
21.665308,51.476851,6.74
21.665438,49.132783,7.14
21.66659,-52.35901,6.2
21.667189,9.184753,6.96
21.668181,-16.662308,3.69
21.668173,-57.442051,7.06
21.669749,43.273839,5.09
21.669875,49.682998,7.16
21.673157,-71.503333,7.43
21.673849,-6.975077,7.01
21.674252,-34.534824,6.71
21.67482,-41.183968,7.03
21.674997,-74.074282,7.07
21.675576,70.78605,7.16
21.675671,59.752754,6.9
21.675965,10.612228,6.9
21.676029,-55.737977,6.33
21.676325,-18.895644,7.34
21.678623,28.755671,7.41
21.678696,54.872149,6.16
21.680065,3.896917,6.83
21.683426,30.29735,7.16
21.683955,5.020635,7.23
21.68421,22.194812,7.36
21.684384,34.675145,6.93
21.685048,26.750666,7.45
21.686158,47.545181,7.28
21.688515,-35.585032,6.92
21.689684,21.944008,6.99
21.691139,-14.841364,7.18
21.691253,-77.390046,3.73
21.692462,-14.047611,5.16
21.69285,40.805222,6.07
21.694006,21.60214,7.02
21.694276,-32.531006,6.87
21.69492,15.042192,7.21
21.696085,-19.8064,7.02
21.696171,-25.101516,6.51
21.698652,71.311417,4.55
21.699573,-17.221773,7.18
21.699977,18.938824,7.26
21.700192,-23.262858,5.24
21.700301,35.5102,5.98
21.701183,-25.860082,7.23
21.701569,52.292097,7.04
21.701573,51.189622,4.69
21.702321,45.765697,6.11
21.702415,4.834453,7.36
21.702809,1.285253,5.66
21.703484,-32.506593,7.09
21.704106,39.52633,7.36
21.704292,5.680137,5.3
21.705859,50.858025,7.24
21.706376,41.077019,5.73
21.706718,57.736053,6.9
21.709155,10.824314,6.06
21.709488,42.440715,7.46
21.710278,10.207759,7.47
21.71078,49.600257,6.1
21.710973,-18.866323,4.72
21.711242,63.721373,6.88
21.712603,59.270844,6.1
21.715181,23.321741,6.98
21.715566,54.56188,6.96
21.715583,37.904925,7.44
21.717257,-43.496099,6.67
21.717806,72.320084,5.18
21.717888,-14.399709,5.88
21.718465,41.15497,5.51
21.720425,-19.620961,6.23
21.722425,-24.141336,7.17
21.723791,38.283589,5.69
21.724961,19.635481,7.42
21.725127,58.780046,4.23
21.725508,-31.248819,7.48
21.726015,-68.064746,7.2
21.726846,38.304563,6.99
21.72764,0.535101,7.04
21.727714,7.528657,6.47
21.729496,-57.368412,7.35
21.729523,11.101392,7.13
21.731753,27.846878,7.46
21.731867,-54.499937,7.1
21.732808,22.815289,6.43
21.73308,-57.325247,6.49
21.733454,-57.283054,6.86
21.733602,-14.74937,5.96
21.73571,28.742632,4.49
21.736433,9.875011,2.38
21.737343,-62.114212,7.09
21.738146,60.9127,7.38
21.738341,-55.473077,6.88
21.738662,28.781604,6.89
21.739563,84.038546,7.11
21.739829,29.265609,7.13
21.739962,-4.730897,6.66
21.740394,46.86283,6.61
21.741238,29.194052,7.25
21.741516,-38.55253,6.28
21.74186,17.350017,4.34
21.742035,14.771939,5.96
21.742357,-24.910556,7.32
21.744092,25.645036,4.14
21.744148,58.225698,6.8
21.746724,2.992105,6.98
21.748134,62.460567,5.94
21.748701,-9.03632,7.04
21.749113,-33.025781,4.35
21.750071,-9.082428,5.1
21.7514,-22.564058,7.35
21.753444,52.267577,6.4
21.755198,-49.498761,6.46
21.755885,26.999524,7.3
21.756084,-12.783352,6.69
21.75748,61.120806,4.25
21.757755,72.166243,7.5
21.758004,-71.008849,6.02
21.758055,-28.126892,7.38
21.761769,62.308337,7.48
21.762361,35.857311,6.44
21.762797,7.987553,7.23
21.764813,78.232881,7.17
21.765684,25.583419,6.57
21.767451,50.674151,7.03
21.767879,22.94888,5.29
21.771186,-9.275935,6.0
21.771278,43.060771,6.52
21.772154,-62.549795,6.91
21.773316,25.563504,6.28
21.77337,-32.714699,6.76
21.77429,-17.923555,7.47
21.774665,22.174459,7.06
21.775513,-2.212756,6.52
21.775583,-11.365954,5.57
21.777193,-67.596341,7.21
21.778359,-11.697845,6.99
21.779512,13.719617,6.67
21.779549,37.65799,7.26
21.779891,49.30957,4.23
21.78115,19.923595,7.13
21.783573,70.150882,6.45
21.784011,-16.127286,2.85
21.784655,17.194041,6.18
21.786992,22.024496,7.49
21.787212,2.686124,5.63
21.790225,-4.608647,6.85
21.790362,60.692689,5.53
21.792943,-37.952033,6.78
21.793955,-5.916802,6.17
21.794386,59.700375,7.31
21.794697,-27.75094,7.33
21.795598,-30.898304,5.02
21.795789,-18.213019,7.4
21.802333,36.580388,6.25
21.803027,24.464176,7.14
21.804166,65.170678,6.74
21.804363,-47.303615,5.57
21.805118,38.956126,7.22
21.806531,32.796182,6.82
21.808154,38.648575,6.1
21.809648,-47.775628,6.79
21.812255,-65.502849,7.03
21.81305,22.427936,7.16
21.815118,-56.274008,6.55
21.817194,-5.403747,6.66
21.817869,49.677108,7.03
21.81892,66.792032,6.49
21.821948,61.27276,6.18
21.822664,15.761168,6.84
21.82413,20.462446,6.27
21.826455,33.311987,7.13
21.826751,-82.433997,7.16
21.827804,41.148787,6.48
21.828061,-12.722865,6.31
21.829289,-46.610981,6.98
21.830748,30.174215,5.07
21.830905,5.212995,7.33
21.831638,-27.40393,7.12
21.833369,-64.712537,5.62
21.833872,-47.725133,6.54
21.834023,52.697317,6.58
21.834713,-38.614719,7.45
21.834826,31.847904,7.3
21.83562,19.423994,7.21
21.835749,17.285851,5.34
21.836361,43.888182,7.14
21.836781,25.596117,7.26
21.836939,-16.844914,6.38
21.841884,32.657596,6.79
21.842363,21.943086,7.24
21.843182,-8.982556,6.54
21.846448,-69.629416,5.52
21.847443,-20.540858,7.47
21.84824,-59.644851,7.47
21.848413,-82.718904,5.27
21.851383,39.536658,6.2
21.851566,-10.038031,7.49
21.852141,-72.139441,7.26
21.85683,-23.27062,6.85
21.859368,0.770545,6.6
21.859513,19.826682,5.78
21.860347,65.75271,6.37
21.861155,19.306919,6.82
21.861595,-18.62294,6.19
21.863234,61.942911,7.44
21.863413,64.899922,6.84
21.864419,11.091262,6.66
21.864929,-54.65222,7.07
21.865385,48.43711,6.88
21.866289,-55.77907,6.98
21.866793,55.791968,6.56
21.866954,55.796743,5.7
21.86936,-62.052364,7.22
21.870272,79.551772,6.51
21.871468,72.489893,7.14
21.871717,21.273162,6.27
21.872486,63.10125,7.38
21.872569,-3.174656,6.62
21.872631,-41.412655,6.84
21.872642,34.380478,7.42
21.873594,60.32989,7.47
21.874191,54.683017,6.83
21.874913,-9.417926,7.2
21.874978,28.793538,5.52
21.875194,55.039849,7.33
21.87643,62.712172,6.7
21.879155,-3.992023,6.66
21.879689,73.702272,6.64
21.880015,38.835508,7.08
21.880558,13.488836,7.34
21.882886,15.932149,6.89
21.883602,-10.562605,6.89
21.88438,25.92514,5.09
21.884516,41.60332,7.5
21.884831,68.498597,7.5
21.885322,56.212557,6.86
21.885609,68.107464,7.41
21.885639,69.696564,7.34
21.886649,71.989687,6.99
21.887417,-36.896631,6.96
21.888268,-13.551768,5.08
21.888838,53.99718,6.61
21.889318,36.126628,7.24
21.893343,-10.311619,6.57
21.893717,19.668437,5.69
21.894163,20.398574,7.13
21.896696,62.614427,7.01
21.898527,28.341932,6.78
21.898808,-37.364852,3.0
21.89938,6.864804,6.14
21.902881,-4.27618,5.71
21.903337,-5.352958,7.44
21.904839,19.718121,6.36
21.905296,-36.061585,6.74
21.90612,12.751062,6.61
21.906241,-85.033557,6.59
21.907374,80.308559,6.43
21.909951,-2.997087,7.34
21.909976,-3.301272,6.24
21.910197,47.155314,7.47
21.911679,48.198726,7.45
21.911928,67.753801,6.96
21.912635,-73.438484,7.43
21.914766,56.611227,5.74
21.915104,32.338739,7.09
21.916306,34.773172,7.22
21.916578,53.935603,6.92
21.916745,-15.258089,7.07
21.917148,62.009103,7.25
21.919823,-61.886608,5.92
21.920682,44.418585,7.49
21.922388,61.54181,6.17
21.922498,20.849008,6.68
21.922568,36.14622,6.72
21.924297,-70.115367,6.65
21.925276,65.320809,5.84
21.926161,-70.068301,6.63
21.926419,53.243225,6.68
21.926436,34.977038,7.15
21.927324,-21.13997,7.09
21.927369,2.360797,7.06
21.931583,63.261062,7.23
21.932048,-46.927961,6.55
21.932121,-30.60592,6.41
21.933075,10.096964,7.05
21.934288,-52.46376,6.5
21.934829,-5.82923,7.46
21.936666,33.365755,6.99
21.937235,-57.899591,6.17
21.939659,-37.253655,5.45
21.939996,21.239858,6.39
21.940157,-55.691283,7.49
21.940548,-51.412774,7.09
21.94092,59.795104,6.89
21.943325,21.161236,6.87
21.944207,63.625557,5.11
21.946113,-17.897057,6.76
21.946563,-46.479975,7.46
21.948762,-35.35983,7.42
21.948992,12.076492,5.54
21.949076,-61.846196,7.2
21.950597,-37.746844,6.18
21.950598,17.68198,7.15
21.950619,-37.658786,7.13
21.950618,48.668566,6.51
21.951249,-19.189897,7.5
21.951363,46.592441,6.78
21.951394,-76.211336,6.68
21.953082,66.156153,6.41
21.954907,61.295309,7.0
21.954974,50.489479,7.29
21.955509,-37.763621,7.47
21.956444,-79.720644,7.39
21.95672,66.139082,6.55
21.958109,29.310105,7.19
21.958604,4.157711,7.06
21.960399,11.947287,7.5
21.960924,20.302374,7.28
21.960932,-8.564316,6.8
21.961604,10.440447,7.3
21.963179,-15.123333,7.38
21.963205,19.878143,7.47
21.964184,74.996714,6.32
21.965293,-54.992575,4.4
21.96707,5.940358,7.2
21.968417,-56.705749,7.4
21.968828,-3.489869,7.42
21.969764,43.238787,7.43
21.970363,-5.424922,6.33
21.970404,82.869485,6.92
21.972305,82.87106,7.45
21.973424,-12.664658,7.16
21.974259,14.02219,6.53
21.97456,3.776917,6.95
21.974936,-13.252175,7.47
21.975021,-59.01214,6.13
21.975033,-41.720988,6.77
21.976377,-44.062611,6.54
21.978018,29.81263,6.95
21.978831,-21.182945,6.06
21.981532,62.697986,5.96
21.98194,-4.373109,6.24
21.983247,19.020302,6.5
21.987518,73.179896,5.04
21.988212,-22.871831,7.41
21.98826,-23.833414,7.03
21.988307,-38.395096,5.5
21.989683,57.658524,6.58
21.991854,-29.056571,7.07
21.992148,10.576484,6.99
21.9929,56.887936,7.41
21.992986,-27.630495,7.23
21.996615,-28.618875,7.4
21.998762,-31.525736,7.06
22.000939,65.432772,6.93
22.002202,6.717437,6.0
22.004748,34.629595,6.87
22.006732,-55.883486,6.02
22.007417,33.005928,6.46
22.008908,-42.45182,7.25
22.010147,44.105148,7.38
22.010907,62.487795,6.67
22.012627,31.449993,7.26
22.013951,-28.453736,5.43
22.016415,-36.556316,6.71
22.01806,0.604715,5.6
22.018075,-13.027493,7.35
22.018152,13.119823,5.61
22.018527,39.245946,7.11
22.019232,8.257164,5.65
22.019844,26.830203,7.33
22.023094,61.973937,7.07
22.024274,-33.835784,7.25
22.025794,-15.612022,7.02
22.026806,-53.09358,7.12
22.02861,41.539147,6.99
22.028722,26.377908,7.48
22.030718,52.882253,5.79
22.031289,-77.662544,6.39
22.033715,10.973806,6.36
22.034604,58.000366,5.55
22.034651,-35.546175,7.37
22.035255,-65.239546,7.36
22.035371,-75.679082,6.67
22.036625,-17.903474,6.28
22.036981,-23.616638,7.48
22.037777,36.982814,6.95
22.039707,55.946148,7.3
22.040595,34.378703,7.42
22.040625,-16.964836,6.39
22.041837,23.578415,7.47
22.042491,-32.133748,6.63
22.043686,33.379391,6.99
22.044028,15.98649,6.71
22.04481,-27.367382,6.91
22.045653,42.814509,7.22
22.04675,73.824896,7.36
22.047097,66.064287,6.76
22.048624,15.782458,7.26
22.049074,44.649863,5.57
22.05026,-8.500024,7.35
22.051044,-76.118427,5.94
22.053089,41.406007,7.41
22.053661,88.073062,7.45
22.054017,30.203213,7.02
22.054572,-6.522406,5.55
22.054656,-31.445182,7.09
22.054746,-29.90455,7.14
22.055486,-56.785977,4.69
22.055234,-2.155363,4.74
22.055287,11.386552,5.83
22.055801,54.880062,7.08
22.056781,30.037419,7.48
22.056885,5.440668,7.31
22.059474,-46.12762,7.5
22.059821,-55.976961,6.88
22.060859,-29.346559,7.39
22.062012,49.771664,7.32
22.063135,64.627971,4.26
22.064709,63.11992,5.26
22.064961,59.814575,6.69
22.066531,28.348401,7.31
22.068329,-13.019626,7.49
22.068533,44.345117,6.56
22.070239,59.867165,6.96
22.072906,13.648156,7.04
22.07295,-38.876315,7.23
22.073288,-29.91653,6.45
22.074412,-14.446927,7.36
22.074991,-25.883242,6.73
22.075301,10.240313,6.93
22.075415,-8.717347,7.26
22.075774,25.658521,7.22
22.076255,32.941744,6.36
22.076879,-26.822359,5.97
22.077336,-64.728337,7.33
22.077542,-28.435003,6.99
22.079839,-0.906343,5.29
22.082387,47.234579,6.92
22.08299,22.636854,7.5
22.083469,62.785671,5.27
22.084295,14.815918,6.38
22.085391,51.70029,7.28
22.085775,62.279814,5.07
22.086481,26.673689,5.75
22.087186,63.578417,6.93
22.087209,14.485906,7.45
22.087919,46.744836,6.16
22.092262,0.627578,6.99
22.092964,28.963981,5.69
22.094653,5.05853,4.86
22.096399,-0.319851,2.95
22.097346,45.112504,6.5
22.097496,-59.636072,5.62
22.097561,48.231494,6.26
22.099599,53.623334,6.98
22.100543,45.014348,5.09
22.101161,-43.966224,6.94
22.101914,-39.543353,4.47
22.102654,50.285759,7.36
22.102938,10.093457,7.12
22.103405,45.24869,6.19
22.10366,-14.89601,7.12
22.103766,56.343396,6.38
22.104035,-28.704437,7.44
22.106832,25.151384,7.29
22.107286,-13.869679,4.29
22.109214,1.857134,7.24
22.10932,5.194702,7.33
22.109422,12.445292,7.22
22.110801,2.43946,6.51
22.111076,51.805856,7.08
22.112031,72.228238,7.37
22.116311,26.622786,7.24
22.116847,25.345112,3.77
22.117375,11.767668,6.83
22.117593,34.521456,7.22
22.118516,0.570281,7.44
22.118684,30.317795,7.34
22.119345,58.840718,6.34
22.119662,72.372849,6.84
22.12066,70.694168,7.1
22.120864,-22.240668,6.83
22.121697,-10.446872,6.87
22.123691,-19.570285,7.47
22.123774,53.307438,6.17
22.124608,19.475526,5.74
22.12499,18.000709,6.31
22.125053,-68.023484,6.99
22.125376,9.671008,7.06
22.126471,-14.49075,6.7
22.127309,-20.759338,7.41
22.127623,10.753608,7.1
22.12771,-59.32015,7.15
22.128972,-28.147604,7.16
22.129563,-10.078583,7.47
22.130641,21.702926,5.79
22.131453,-70.285707,6.67
22.131503,44.206196,7.39
22.135844,17.558617,7.13
22.137209,-46.960975,1.73
22.137857,49.79699,6.41
22.137906,72.768516,7.09
22.138122,25.543522,6.08
22.13855,24.156776,6.57
22.138715,-34.556,6.98
22.139722,-32.988468,4.5
22.140537,-34.043841,4.99
22.1406,-16.542979,7.3
22.142817,-11.613542,7.33
22.14426,-43.04131,7.03
22.144675,45.742254,6.11
22.144951,47.933534,6.86
22.145178,-33.125691,6.37
22.145999,61.022418,7.32
